,Date,UserID,DrivingDistance,Avg_Speed,Numbers_fast_accelerating_8,Numbers_fast_accelerating_9,Numbers_fast_accelerating_10,Numbers_fast_accelerating_11,Numbers_fast_accelerating_12,Numbers_fast_accelerating_13,Numbers_fast_accelerating_14,Numbers_fast_accelerating_15,Numbers_fast_accelerating_16,Numbers_fast_accelerating_17,Numbers_hard_braking_8,Numbers_hard_braking_9,Numbers_hard_braking_10,Numbers_hard_braking_11,Numbers_hard_braking_12,Numbers_hard_braking_13,Numbers_hard_braking_14,Numbers_hard_braking_15,Numbers_hard_braking_16,Numbers_hard_braking_17,Avg_coolant_temperature,Max_coolant_temperature,Min_coolant_temperature,Avg_engine_rpm,Max_engine_rpm,Min_engine_rpm,Max_speed
114,2021-03-25 19:40:21.367,mcu1,27.585327799824018,18.500954198473284,17,18,18,4,10,6,1,2,1,5,25,8,16,3,5,5,5,7,1,1,88.65454545454546,95.0,49.0,1098.9170363265796,2421.0,139.0,56.0
115,2021-02-18 18:37:36.431,mcu1,333.98967587013334,34.69157303370787,0,9,1,5,10,6,1,4,3,4,16,9,14,2,8,6,0,10,1,0,89.1748660496834,97.0,87.0,943.4162191192266,2713.0,135.0,117.0
116,2021-01-29 08:20:17.788,mcu1,13.027181376404435,28.066890495867767,19,8,5,5,1,1,3,2,1,0,14,3,2,6,8,2,3,7,1,7,87.35680592991913,98.0,88.0,1036.2014058679706,3661.0,588.0,54.0
117,2021-03-04 08:44:01.268,mcu2,267.6410506880984,28.741469816272964,11,5,4,3,8,1,6,0,5,5,7,5,10,11,6,5,7,1,2,4,88.01090314373978,93.0,59.0,1027.1097888675624,2473.0,132.0,101.0
118,2020-12-23 14:28:06.117,mcu2,10.630687934484024,29.241768579492003,4,22,0,2,12,5,0,2,1,2,0,0,4,2,5,1,1,10,0,5,88.36919459141681,91.0,69.0,967.7313829787234,2596.0,552.0,51.0
119,2021-01-28 12:00:36.484,mcu1,13.930285172826187,28.26354752739117,5,18,1,3,6,5,0,0,4,2,11,22,10,12,2,0,0,6,5,5,90.07352941176471,92.0,42.0,1050.9145234493194,2523.0,617.0,88.0
120,2021-02-26 11:42:06.583,mcu2,25.76818827746261,22.63881996140061,5,2,0,7,2,2,6,2,4,3,14,17,8,12,1,2,0,5,0,3,81.47070626003209,96.0,85.0,962.325944045253,2760.0,554.0,56.0
121,2020-12-07 09:32:35.205,mcu1,177.34993713094917,28.167946577629387,1,5,10,1,5,8,1,2,5,1,4,2,1,5,5,4,0,10,4,8,87.58236536430834,91.0,75.0,1008.7362931265044,3129.0,179.0,66.0
122,2020-09-14 07:52:13.342,mcu1,14.399144828870096,32.928988764044945,15,5,1,2,12,1,6,1,2,3,0,3,14,2,6,11,1,1,1,5,77.72520817562453,91.0,89.0,1148.7306368330467,3098.0,555.0,91.0
123,2021-01-08 11:02:05.065,mcu2,26.20391735162444,18.316110227874933,31,14,7,2,1,0,8,4,2,1,6,0,7,1,8,2,6,6,10,4,86.42637795275591,89.0,88.0,1123.9755708127097,2663.0,623.0,60.0
124,2021-01-18 18:11:32.529,mcu2,65.35173777308515,24.499196787148595,0,6,3,16,8,2,1,0,2,2,17,22,7,2,7,0,2,0,10,3,89.6552346570397,97.0,88.0,1005.6098640013107,3221.0,396.0,70.0
125,2021-02-19 19:59:57.957,mcu2,13.52032520024077,22.448205128205128,3,6,0,0,6,4,2,5,4,0,11,5,0,7,5,7,11,1,1,3,87.92741061755146,94.0,91.0,962.1028911564624,2753.0,219.0,78.0
126,2020-10-13 09:54:11.879,mcu2,36.524112494216546,25.16277985074627,6,5,6,4,5,6,4,6,7,0,6,3,2,5,12,2,4,2,1,2,89.53585746102449,95.0,62.0,1009.0819672131148,2496.0,176.0,56.0
127,2021-01-29 11:42:54.747,mcu1,42.338770650661225,23.563423110338835,19,21,8,4,11,5,1,3,7,2,0,5,14,11,2,7,11,1,0,0,90.1358531909066,101.0,80.0,1013.911674888419,2985.0,150.0,75.0
128,2020-08-11 17:45:39.039,mcu2,25.38043313227537,25.798239352843215,29,18,8,16,5,7,2,2,1,6,0,0,4,11,4,0,1,3,2,4,88.34875035909222,98.0,50.0,946.6982173844457,2866.0,60.0,57.0
129,2021-04-15 09:08:33.175,mcu1,22.168383470889374,25.798239352843215,20,4,17,0,10,2,8,3,7,5,1,9,6,1,6,3,4,4,2,0,88.1402752293578,95.0,31.0,1163.052097902098,3306.0,150.0,48.0
130,2021-04-21 08:27:01.971,mcu2,195.94102004605668,29.147721582373556,18,2,16,3,1,5,5,0,4,3,9,12,1,1,8,7,6,0,1,2,86.63663484486874,92.0,88.0,1164.1515711645102,3119.0,225.0,67.0
131,2021-01-11 18:40:03.868,mcu1,124.49048592428656,27.68271276595745,29,13,8,5,2,1,0,3,1,3,12,4,8,6,6,4,0,4,10,3,88.79169056789314,101.0,65.0,1151.9461510661365,3473.0,333.0,86.0
132,2020-09-24 07:54:05.594,mcu1,65.96621805541317,20.375548801080715,2,13,12,1,2,1,5,0,1,1,9,17,6,5,0,5,1,3,3,3,87.35680592991913,97.0,63.0,1021.6292509910286,3478.0,333.0,72.0
133,2020-11-04 18:10:23.743,mcu1,46.76834005120535,27.565081024568737,21,2,5,12,5,0,5,2,0,5,23,11,2,11,0,11,3,2,0,1,88.4764211062962,101.0,88.0,1041.534749034749,2197.0,546.0,78.0
134,2021-04-16 07:50:57.717,mcu1,22.607133352027677,28.97610574478902,31,0,3,6,0,1,5,7,0,4,0,8,8,8,9,0,11,1,1,0,91.3486577181208,97.0,70.0,987.4373914416548,3473.0,117.0,85.0
135,2020-11-10 11:09:32.275,mcu1,115.41173926247312,38.26614948530509,1,7,17,3,5,7,0,4,4,5,6,12,1,0,0,7,0,0,5,4,88.22663271420014,90.0,55.0,981.7774769034725,16383.0,120.0,63.0
136,2021-04-12 08:43:49.442,mcu2,33.10505770841562,29.14714836614573,9,12,2,3,0,7,5,3,1,3,22,9,0,11,6,1,6,7,4,8,85.89763399323998,98.0,88.0,1109.938851351351,4163.0,588.0,109.0
137,2020-10-19 20:48:25.075,mcu2,14.783305142831528,25.375480563861604,3,9,7,9,2,1,1,3,5,1,1,11,0,1,0,2,1,4,0,8,86.92991845056066,101.0,36.0,1021.9619508820476,3186.0,119.0,104.0
138,2020-11-26 07:50:49.997,mcu1,152.6952388068046,26.206203582350373,3,21,8,16,1,2,8,2,2,6,2,9,14,11,4,6,7,10,3,8,87.24528904503353,95.0,39.0,1014.7577030812323,2920.0,225.0,56.0
139,2020-12-21 07:53:09.246,mcu2,49.188873770163056,30.84124087591241,16,22,5,9,2,7,1,7,1,1,22,17,6,11,12,11,11,1,5,2,89.95723158828748,90.0,45.0,978.0361317747078,3661.0,172.0,55.0
140,2021-02-19 19:59:57.957,mcu2,12.924792737268838,34.69157303370787,18,10,18,1,11,1,8,5,3,3,0,7,3,1,6,0,3,4,1,5,88.42088266953715,97.0,49.0,1341.4256232120965,2957.0,163.0,105.0
141,2020-11-26 18:31:18.850,mcu2,57.22734540467193,29.21951219512195,8,18,10,12,11,4,1,3,2,1,22,9,3,4,5,5,6,3,7,4,88.63509587449155,90.0,55.0,1141.0905864279282,2832.0,574.0,109.0
142,2020-09-03 07:25:29.300,mcu1,57.93101598385143,33.45040101308569,4,14,5,6,0,1,2,0,3,0,25,12,3,1,4,11,3,7,1,7,87.43248663101605,89.0,73.0,982.007855626327,2513.0,589.0,47.0
143,2020-11-25 10:02:55.686,mcu1,164.4432398323292,29.268896321070237,13,3,10,5,0,1,5,5,2,0,6,6,5,4,8,4,5,0,2,8,89.1748660496834,91.0,61.0,962.3747081712062,2509.0,146.0,62.0
144,2020-11-05 18:23:59.386,mcu2,77.69398135685994,65.82066703116458,20,18,16,4,2,0,0,1,3,5,5,20,10,6,9,11,0,0,2,4,85.95375626043406,97.0,39.0,1069.0888010258602,3091.0,533.0,63.0
145,2021-04-21 08:27:01.971,mcu1,177.34993713094917,33.45040101308569,9,15,8,5,1,6,2,1,0,6,25,22,4,7,3,1,2,1,5,3,85.8889645776567,94.0,30.0,1024.3848031736343,2278.0,202.0,60.0
146,2021-03-08 18:16:15.626,mcu2,18.48893236707376,33.53449275362319,7,2,1,16,5,0,6,3,4,1,11,2,2,6,0,5,2,0,4,0,87.22412838959602,95.0,59.0,1159.1813548524103,2543.0,555.0,103.0
147,2021-01-05 18:47:11.235,mcu2,8.589456690535528,33.237513283740704,22,0,0,0,0,5,0,0,3,0,10,1,10,4,0,4,6,2,0,1,87.79663865546219,96.0,91.0,1133.9522251308902,3473.0,210.0,65.0
148,2021-03-12 07:51:04.954,mcu1,49.162800761609155,26.968158000806127,3,13,8,7,10,5,1,1,1,0,17,0,14,12,1,3,0,7,2,7,87.11590203518456,93.0,84.0,960.5863610955843,2966.0,568.0,68.0
149,2021-04-07 07:54:27.995,mcu1,23.629915319412408,28.304625879343423,18,20,4,1,6,0,6,3,0,1,9,7,1,1,0,1,1,4,7,0,89.27991360691145,101.0,78.0,963.7418139293139,2516.0,596.0,42.0
150,2021-01-26 11:13:03.077,mcu1,74.80870594541841,48.57969192077963,16,3,2,12,0,1,0,2,5,5,15,1,5,7,1,0,0,2,0,8,89.0444834650278,101.0,77.0,1008.7362931265044,2957.0,554.0,94.0
151,2021-03-05 07:47:57.920,mcu2,5.206126665656805,21.958654235914068,2,18,18,2,1,7,6,7,5,2,9,0,7,5,7,0,0,3,5,5,87.86464646464647,215.0,54.0,1008.7362931265044,2798.0,339.0,50.0
152,2021-01-26 08:26:39.532,mcu1,13.930285172826187,25.16277985074627,29,4,10,12,5,1,3,2,5,5,8,6,5,0,7,11,2,5,2,4,87.50285862785861,99.0,30.0,1374.502835800249,3307.0,575.0,104.0
153,2020-10-05 17:51:53.831,mcu1,9.01203526883478,30.659041394335514,20,6,8,3,0,7,6,2,2,2,23,11,1,1,2,5,5,4,1,7,87.17275097783572,92.0,79.0,1058.694350916573,2728.0,579.0,90.0
154,2020-12-04 08:04:06.823,mcu2,22.261658310921888,32.928988764044945,27,2,5,4,0,0,6,0,0,1,13,3,16,1,7,0,1,0,1,1,89.03855910705225,90.0,91.0,1015.7905797101448,2457.0,160.0,90.0
155,2021-03-02 18:56:39.007,mcu2,22.68044525950356,29.358538766125946,2,8,8,4,0,1,6,5,4,1,6,22,7,4,2,2,0,5,1,5,77.58025247971146,95.0,79.0,981.7774769034725,2394.0,618.0,98.0
156,2021-01-12 09:30:15.429,mcu1,160.8477094600024,34.08309506790565,5,20,10,9,5,2,3,0,7,0,22,5,0,5,2,11,1,2,1,7,89.81764705882351,90.0,75.0,1430.03591160221,2391.0,162.0,65.0
157,2020-12-18 08:04:00.966,mcu1,98.69592211502741,25.95637583892617,8,0,0,13,1,0,6,7,5,0,5,5,0,12,6,0,11,0,4,5,90.2240766752045,97.0,70.0,1142.2105001656178,2473.0,690.0,47.0
158,2020-11-05 08:49:08.305,mcu2,10.152270803734485,28.30574433656957,24,10,16,0,10,4,5,3,1,4,7,5,5,7,3,1,6,0,3,7,87.8410918114144,215.0,54.0,931.0296688741722,2693.0,210.0,255.0
159,2020-08-19 07:26:13.588,mcu2,12.125734015631163,27.543956043956047,9,10,3,9,2,8,0,1,1,1,15,4,4,11,0,1,7,6,0,0,87.14476707750157,94.0,39.0,1098.2385834109973,2421.0,596.0,58.0
160,2021-01-11 18:40:03.868,mcu2,233.7171203785868,30.244922341696533,9,0,1,0,4,1,1,1,3,3,0,11,6,5,2,1,11,10,1,4,89.79532025525879,215.0,87.0,996.5428571428572,3204.0,116.0,94.0
161,2020-11-12 17:55:01.574,mcu1,69.30684760849228,26.426512153759194,29,2,0,16,0,8,1,1,3,4,11,9,5,4,2,1,1,0,3,0,89.79532025525879,96.0,57.0,1221.6202685145086,3265.0,0.0,48.0
162,2020-12-22 19:03:51.291,mcu1,67.87156025324835,38.22801302931596,3,5,4,0,1,6,2,6,3,3,0,20,5,12,9,1,3,1,5,2,90.06386109476162,93.0,80.0,1014.8691052765739,2697.0,536.0,60.0
163,2020-12-01 18:21:14.494,mcu2,22.607133352027677,28.48611111111111,2,20,10,13,1,7,1,4,2,4,23,4,5,12,8,7,1,7,7,4,86.6571676050238,93.0,52.0,1088.5477085205457,2394.0,617.0,52.0
164,2020-11-06 12:58:59.468,mcu1,33.10505770841562,29.22366030881017,16,7,10,16,5,0,0,5,7,0,19,18,4,4,7,0,6,0,7,8,91.31055076310551,215.0,52.0,946.5617550088764,3000.0,170.0,71.0
165,2020-12-10 18:21:31.747,mcu2,23.286083835964586,24.98549790525298,31,7,16,13,1,7,5,0,0,6,1,12,3,1,2,1,2,5,1,4,90.22438418546885,92.0,75.0,988.6941747572816,2701.0,557.0,54.0
166,2021-01-17 16:18:34.090,mcu2,103.97362101772907,29.93935483870968,29,6,17,2,8,1,8,0,4,4,10,10,6,1,8,1,2,4,1,1,87.35680592991913,95.0,78.0,967.997553380783,2621.0,339.0,42.0
167,2020-11-18 07:51:21.201,mcu1,125.18996138589092,42.33954857703631,22,22,6,2,5,2,0,1,2,2,23,11,3,7,0,2,0,0,0,0,87.39893617021276,97.0,88.0,987.7063157894736,2322.0,134.0,54.0
168,2021-01-13 19:12:02.637,mcu2,40.46034591867072,27.49304482225657,18,7,4,2,2,0,6,2,1,4,31,11,5,7,7,11,11,2,7,0,88.23871758219316,99.0,67.0,936.9505660377357,2744.0,296.0,105.0
169,2021-01-21 08:22:06.847,mcu2,11.91201179509825,28.718034617532105,9,15,18,2,6,5,2,0,1,0,31,11,10,1,4,7,11,0,7,8,87.14476707750157,90.0,25.0,963.6370209689079,2689.0,552.0,110.0
170,2020-11-05 07:54:40.604,mcu1,48.02442125533186,23.825396825396822,1,0,12,0,12,4,0,4,0,5,14,9,14,12,5,5,5,5,4,2,92.18047959612957,90.0,60.0,961.9095330739301,3283.0,625.0,109.0
171,2020-11-04 09:34:21.229,mcu1,52.78767710412606,34.08309506790565,22,3,4,7,2,6,5,4,1,0,14,11,2,5,5,1,2,5,10,0,87.15116279069767,99.0,50.0,987.3244894396927,2447.0,588.0,72.0
172,2021-03-04 19:35:25.291,mcu2,3.351765390426084,32.92558001189768,3,7,7,1,2,1,3,1,5,1,5,12,3,2,0,2,2,4,5,5,87.88452285485165,93.0,30.0,1141.0905864279282,3028.0,592.0,110.0
173,2020-12-09 11:17:14.562,mcu1,39.10893403267823,26.968158000806127,10,12,18,16,6,1,0,4,0,2,16,11,4,5,4,0,2,0,0,8,84.37012987012987,89.0,79.0,990.777147087858,2689.0,186.0,54.0
174,2020-12-24 18:32:19.992,mcu2,198.63889129712598,25.16277985074627,13,0,2,1,0,0,0,6,4,4,15,5,3,11,2,0,6,0,0,2,88.46714671467147,90.0,54.0,1052.9764505119454,2453.0,575.0,80.0
175,2021-04-07 07:54:27.995,mcu1,276.18736168522867,39.667197452229296,7,20,6,0,10,5,0,4,7,0,11,20,16,8,8,5,1,5,3,3,87.22412838959602,95.0,60.0,1221.6202685145086,3091.0,536.0,61.0
176,2020-12-25 11:02:22.148,mcu1,59.47852250798348,34.930098831985624,4,20,2,4,0,6,8,0,4,0,7,5,8,8,1,0,6,2,3,7,89.27991360691145,94.0,33.0,1045.4035541195476,2721.0,144.0,117.0
177,2021-01-07 07:54:35.650,mcu1,287.9922618248758,26.206203582350373,8,6,6,16,8,4,5,0,0,5,13,2,0,1,9,5,5,3,0,5,88.50451897971479,98.0,69.0,1019.0208536982733,2450.0,250.0,67.0
178,2021-03-02 09:42:03.769,mcu2,198.63889129712598,29.527936647602292,21,0,3,13,8,0,6,5,2,1,12,18,0,8,4,7,4,7,4,5,88.62112403100775,101.0,55.0,1141.0905864279282,4163.0,186.0,114.0
179,2020-12-17 17:42:26.124,mcu2,59.878345892306996,83.33257532689028,25,10,1,0,2,2,6,2,3,1,22,9,8,11,6,11,0,0,7,2,87.73709834469328,215.0,92.0,1308.3743551952834,3260.0,608.0,79.0
180,2021-02-18 08:55:27.728,mcu2,22.105013378050746,29.93935483870968,24,15,0,3,0,4,1,5,4,6,31,0,5,4,6,6,7,1,2,0,89.65661478599222,91.0,51.0,1036.117602808425,3140.0,544.0,107.0
181,2020-12-23 11:53:43.789,mcu2,46.76834005120535,33.31403803131991,12,7,16,1,0,1,3,4,1,2,0,5,14,5,3,2,11,3,5,5,85.86306532663316,96.0,54.0,1090.524722282727,2479.0,150.0,68.0
182,2021-04-07 19:00:25.534,mcu2,14.65671263231626,28.04260355029586,4,3,5,0,0,4,3,6,7,0,5,11,10,0,8,1,1,6,2,5,81.2873986735446,91.0,80.0,1279.389631043257,3173.0,183.0,80.0
183,2021-01-21 18:39:06.270,mcu2,30.509963232890282,27.540386130811658,0,4,9,9,8,5,6,7,5,0,0,10,2,5,2,0,1,0,4,4,87.5749256863088,94.0,64.0,1440.472928559073,2823.0,150.0,77.0
184,2021-03-16 10:58:44.937,mcu1,64.38191974889764,24.271340569081847,25,0,0,3,6,0,3,1,7,6,3,9,2,0,4,0,11,2,10,4,89.34409221902017,89.0,33.0,1016.3271939328278,3136.0,117.0,94.0
185,2021-03-08 08:29:56.250,mcu2,158.05449832604626,29.578839590443682,6,6,7,7,6,0,3,2,7,5,2,12,2,1,0,2,0,0,4,2,87.37862270672693,98.0,71.0,962.491274605612,2463.0,153.0,109.0
186,2021-04-16 07:50:57.717,mcu2,42.80639737370529,28.167946577629387,24,14,12,6,8,0,0,6,0,2,16,0,3,2,0,6,2,4,0,0,86.63663484486874,96.0,69.0,974.8656875518179,2256.0,129.0,42.0
187,2020-11-17 11:14:21.871,mcu1,18.645667893894387,42.33111225012813,18,22,7,5,2,0,6,5,3,0,15,1,16,8,1,2,0,0,5,0,86.78287461773701,97.0,58.0,944.2880914194066,3661.0,608.0,94.0
188,2021-02-05 10:12:04.398,mcu1,3.5430107449313883,31.62017487737257,18,22,5,5,8,0,0,3,2,6,21,4,2,0,0,4,6,0,1,8,90.2240766752045,94.0,43.0,1303.8188594856506,2523.0,533.0,72.0
189,2020-11-05 08:49:08.305,mcu1,37.68604181606044,28.39618973561431,2,8,1,6,2,8,6,6,1,4,4,5,16,1,2,0,2,10,2,0,88.4764211062962,94.0,56.0,988.7599220842463,3043.0,116.0,93.0
190,2021-04-15 19:41:52.117,mcu1,52.78767710412606,30.70308310991957,2,1,16,3,11,0,3,2,7,3,0,14,0,5,3,6,1,7,7,3,86.6571676050238,94.0,51.0,1031.0639204545455,2666.0,618.0,109.0
191,2020-12-21 07:53:09.246,mcu1,94.23494317557244,22.7171669793621,6,8,17,4,6,1,8,0,0,0,12,11,4,0,3,4,2,6,0,5,93.47083969465649,89.0,73.0,1159.1813548524103,2920.0,582.0,66.0
192,2020-12-18 18:54:35.918,mcu2,62.778627721378975,33.45040101308569,4,4,5,5,0,2,3,3,2,1,9,2,2,12,12,0,4,4,2,1,91.05116885722884,98.0,46.0,1037.7940729483282,2844.0,120.0,56.0
193,2021-03-10 17:31:37.042,mcu1,18.48893236707376,26.811713030746702,5,15,8,4,11,4,1,1,0,2,11,11,0,2,7,1,11,5,0,2,88.98771972068384,95.0,65.0,1088.9472769409035,3145.0,590.0,101.0
194,2020-12-28 18:12:22.253,mcu2,73.86428617166355,21.369081343585588,25,10,6,2,8,5,0,0,4,6,8,2,8,3,4,2,11,2,1,7,77.39425675675676,215.0,36.0,990.74867162593,3028.0,144.0,55.0
195,2020-11-11 18:06:37.658,mcu1,22.68044525950356,30.943604108309987,15,14,10,2,1,4,2,3,7,0,11,7,10,2,9,0,4,0,4,7,93.47083969465649,101.0,51.0,1164.388441496921,2607.0,182.0,78.0
196,2021-01-05 11:42:24.076,mcu2,9.413935880511504,28.17302259887005,0,15,8,12,8,2,0,0,4,4,0,18,2,1,0,0,6,4,4,2,92.28548895899056,215.0,49.0,981.7984716157204,2728.0,575.0,51.0
197,2021-01-08 19:14:02.922,mcu2,6.2845284164301125,31.52129817444219,10,7,17,0,1,0,2,3,4,1,4,12,10,0,7,0,7,0,0,3,87.65218543046358,215.0,62.0,967.7313829787234,2425.0,584.0,69.0
198,2021-02-18 08:55:27.728,mcu1,104.90992041360545,40.46087352138308,17,21,8,9,6,7,5,5,4,0,7,2,0,0,3,2,0,0,2,7,85.6900108577633,93.0,60.0,1033.7794104707434,2721.0,175.0,62.0
199,2021-03-11 08:58:06.998,mcu2,15.829974722268133,34.69157303370787,12,2,7,0,11,1,6,2,1,5,22,2,6,0,0,7,7,0,0,3,86.15830618892508,93.0,83.0,1029.4449373695197,2920.0,187.0,103.0
200,2021-03-30 09:43:06.464,mcu2,64.36164551817852,43.124407900616674,25,14,16,1,0,2,4,0,4,0,19,11,6,4,7,0,1,1,1,4,87.92741061755146,98.0,82.0,981.7984716157204,2769.0,181.0,71.0
201,2020-10-06 08:58:32.657,mcu1,12.171532079872467,26.811713030746702,31,2,0,1,12,5,2,1,5,0,8,4,1,12,5,4,4,10,5,3,88.95929694727104,97.0,215.0,1030.0808466342817,3056.0,132.0,93.0
202,2021-04-07 19:00:25.534,mcu1,52.78767710412606,28.483948635634032,8,15,12,2,8,5,0,1,4,0,25,20,7,0,9,6,5,6,3,7,86.95459209851204,91.0,76.0,1083.5902140672783,2915.0,165.0,117.0
203,2020-09-09 08:02:26.463,mcu2,125.18996138589092,22.412655971479502,9,4,5,9,6,0,6,1,7,1,2,2,1,6,5,5,2,2,4,4,89.54438642297649,94.0,44.0,1228.0350102971465,3438.0,129.0,56.0
204,2021-03-06 16:56:10.841,mcu1,14.543691958874865,27.194524495677232,1,7,10,16,2,4,8,5,5,4,14,5,2,8,12,7,0,4,2,2,89.4439178515008,98.0,33.0,1001.1344976185077,3182.0,339.0,109.0
205,2020-12-21 07:53:09.246,mcu1,225.86481909970544,43.182319518716575,24,18,9,12,6,0,3,6,2,3,10,6,1,11,6,2,6,6,3,5,92.9463087248322,97.0,85.0,1151.9461510661365,2957.0,171.0,85.0
206,2020-09-25 07:54:14.161,mcu1,74.80870594541841,16.728139904610494,25,12,8,0,2,1,5,0,5,2,23,18,3,12,8,11,0,3,1,3,92.9463087248322,92.0,68.0,1025.1984359726298,2425.0,578.0,101.0
207,2021-02-02 15:57:09.562,mcu2,18.698466179977164,34.04551724137931,3,1,16,7,4,8,0,4,0,5,3,20,0,5,3,2,3,0,5,8,90.71151821436092,99.0,49.0,1065.8815789473683,3413.0,126.0,54.0
208,2020-10-13 09:54:11.879,mcu2,41.97356081303625,28.79166666666667,8,6,18,12,10,8,2,2,5,5,12,0,6,6,9,6,1,7,2,7,90.1358531909066,101.0,61.0,1009.0819672131148,3471.0,185.0,85.0
209,2021-03-17 20:36:15.114,mcu1,241.30231939692538,24.831053901850357,1,21,2,5,11,1,8,6,1,1,0,6,2,12,2,0,7,5,4,0,89.71708758731864,92.0,58.0,1238.9215202369198,3742.0,333.0,59.0
210,2021-03-10 17:31:37.042,mcu2,20.010926825114502,24.831053901850357,8,3,0,13,0,1,4,1,1,4,2,0,5,1,0,1,4,6,3,1,91.87770034843206,93.0,68.0,967.1695782601024,2571.0,611.0,70.0
211,2021-01-14 18:07:30.100,mcu1,11.89059290036931,30.018106671914982,21,6,12,2,10,8,4,5,4,4,14,3,4,0,6,1,2,2,1,5,89.6430824695809,98.0,52.0,984.2890533696924,2725.0,626.0,111.0
212,2020-11-23 20:13:11.439,mcu1,98.69592211502741,18.500954198473284,21,20,5,1,8,4,6,4,0,4,3,1,7,7,9,2,6,4,2,5,90.03033131124592,97.0,31.0,1014.9329130294212,2453.0,0.0,47.0
213,2021-02-01 10:53:56.584,mcu1,82.57651946589934,24.91228070175439,12,14,0,4,4,5,8,7,1,0,21,3,7,12,8,4,3,3,10,4,87.8908422986093,101.0,36.0,1088.5477085205457,2557.0,161.0,65.0
214,2020-10-06 08:58:32.657,mcu1,65.5485586263096,30.70308310991957,10,0,4,4,5,8,8,7,4,5,6,8,1,11,3,4,1,2,1,2,88.18079584775087,215.0,56.0,939.9773637203572,2473.0,690.0,72.0
215,2021-03-12 17:51:23.952,mcu1,104.90992041360545,19.83742911153119,22,0,9,4,10,5,8,3,2,3,15,20,4,2,2,4,0,4,0,8,85.70434782608694,93.0,82.0,1193.3553171347428,2489.0,118.0,90.0
216,2020-09-26 08:41:40.390,mcu2,22.168383470889374,42.1696813092162,9,14,1,5,1,0,0,6,2,0,2,6,3,1,2,6,2,1,10,0,86.6571676050238,93.0,75.0,13190.692083333333,2447.0,555.0,50.0
217,2020-12-04 08:04:06.823,mcu1,13.410438301889048,24.32885211995864,27,12,12,16,6,8,0,7,4,4,22,8,4,6,9,3,11,6,10,5,86.91230717639169,97.0,30.0,1006.29561042524,3251.0,190.0,65.0
218,2021-01-02 19:22:13.795,mcu1,57.02658654463561,33.31403803131991,4,4,9,7,11,6,0,2,3,4,6,8,4,8,6,0,7,7,4,2,88.50451897971479,92.0,49.0,1151.9461510661365,2560.0,536.0,103.0
219,2020-09-14 19:19:00.201,mcu1,31.787533648064553,24.876977152899823,9,14,2,1,12,4,5,1,2,0,21,3,1,5,1,2,4,10,4,3,85.36874757658006,96.0,32.0,993.9830203241576,2337.0,544.0,62.0
220,2021-01-26 08:26:39.532,mcu2,26.41225599754784,27.461588861588858,6,9,12,16,0,1,2,4,0,2,12,18,6,7,2,6,5,0,1,0,88.46714671467147,91.0,30.0,950.29802513465,3125.0,187.0,60.0
221,2020-11-05 07:54:40.604,mcu1,6.030141054916693,24.55658693323813,18,12,6,0,10,1,4,0,7,1,25,5,7,7,1,4,6,5,3,7,215.0,94.0,61.0,1052.241732283465,3317.0,187.0,103.0
222,2021-03-12 17:51:23.952,mcu1,45.60821972094404,29.17384952520088,6,3,5,0,12,0,0,0,3,2,17,1,3,7,5,5,11,2,0,7,89.13790209790209,93.0,42.0,962.3747081712062,2560.0,171.0,77.0
223,2020-08-03 17:51:03.081,mcu1,27.585327799824018,26.206203582350373,22,21,8,0,12,2,0,3,1,3,5,7,8,8,5,0,6,0,0,8,85.9530516431925,94.0,50.0,967.997553380783,2463.0,589.0,93.0
224,2020-09-25 20:36:52.982,mcu1,11.89059290036931,28.29814459373001,10,3,3,7,1,7,0,0,7,1,25,10,3,0,1,0,6,2,4,7,85.88711165795141,95.0,74.0,963.6370209689079,2546.0,171.0,103.0
225,2021-04-12 17:55:54.970,mcu2,37.76200584249085,26.93199290360733,13,0,17,1,2,0,4,5,0,1,0,2,3,7,2,2,4,0,1,5,86.1179706601467,97.0,47.0,1057.0963855421687,3742.0,118.0,79.0
226,2021-01-29 08:20:17.788,mcu1,8.536241443568864,29.015686274509807,2,12,2,12,10,6,0,0,7,0,15,10,16,1,6,1,7,6,0,5,87.29489904357067,98.0,62.0,1195.89318044659,2713.0,568.0,48.0
227,2020-09-23 08:27:01.301,mcu2,64.36164551817852,65.82066703116458,19,4,4,0,11,1,1,6,4,3,4,0,14,5,2,0,3,5,0,2,85.89763399323998,92.0,75.0,963.7418139293139,2516.0,574.0,91.0
228,2021-03-09 09:44:36.175,mcu1,13.448688150694464,20.375548801080715,24,2,7,3,4,0,4,0,2,6,11,6,4,4,4,1,4,0,4,1,89.5338736492103,95.0,77.0,992.9492128678987,3612.0,579.0,59.0
229,2020-12-01 18:21:14.494,mcu2,106.5241455759697,39.652681764004775,19,3,12,7,2,5,1,2,0,3,25,11,3,8,2,11,11,0,7,4,90.22438418546885,96.0,68.0,1011.3190754516472,2682.0,695.0,59.0
230,2021-04-16 17:45:49.249,mcu1,190.65619362586415,18.500954198473284,8,7,12,13,6,0,4,1,5,3,4,6,0,7,0,6,2,10,3,1,91.87770034843206,94.0,89.0,1161.9270573566084,2337.0,145.0,69.0
231,2020-11-10 09:50:26.149,mcu1,41.32913497369204,20.63251097321023,20,21,8,5,11,5,0,2,4,6,31,22,3,1,3,7,5,3,0,0,82.09442752194947,90.0,62.0,1026.3042718754962,2762.0,617.0,110.0
